feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
KEGG124	ST	1290	0.987956356131712	0.0068811183559576	1346	1346	0	0
KEGG124	ST	15	0.994804128507479	0.00345194901477458	1346	1346	0	0
KEGG124	ST	398	1.00527475029917	0.0090519439267593	1346	1346	0	0
KEGG40	ST	8	-0.262946179283801	0.00317181151839802	1346	1346	1.19319629109652e-210	4.59082272999384e-208
KEGG40	ST	15	-0.266088957488977	0.00289541701066013	1346	1346	2.30412478032844e-193	7.09209607385093e-191
KEGG40	ST	582	-0.270711342490218	0.00452149073667303	1346	1346	5.71711339973526e-169	1.4664395870321e-166
KEGG124	ST	188	0.987616010107004	0.0239759254648854	1346	1346	1.72004606004615e-96	3.78164412344433e-94
KEGG124	ST	582	0.986100322766012	0.023950918088108	1346	1346	3.25173051179512e-96	6.25551657206587e-94
KEGG124	ST	109	0.982659152605491	0.0335347277944317	1346	1346	5.36623382822232e-72	9.17625984626017e-70
KEGG124	ST	121	0.975967386126177	0.0409012472328781	1346	1346	1.17069780974311e-58	1.80170392919465e-56
KEGG61	ST	121	0.203348332092683	0.0132524898833908	1346	1346	1.67177428724394e-35	2.33896420733494e-33
KEGG64	ST	1290	-0.265741289366078	0.0237994128857962	1346	1346	1.43668955249126e-27	1.84255435107005e-25
KEGG64	ST	15	-0.108645344721623	0.0115388689744689	1346	1346	2.84961249888439e-20	3.37350279675621e-18
KEGG56	ST	6	-0.228783660060527	0.0254810482593155	1346	1346	2.84258981469293e-18	3.12481837486602e-16
KEGG56	ST	30	0.13415632561479	0.0162637939966619	1346	1346	1.21813260859468e-15	1.24980405641815e-13
KEGG26	ST	97	0.196750918789663	0.0252051638696329	1346	1346	1.3308997344984e-14	1.28015918212065e-12
KEGG26	ST	30	-0.142366528944074	0.0188257283742562	1346	1346	1.37979796712475e-13	1.24912298317941e-11
KEGG31	ST	30	1.4268482460392	0.190542976577051	1346	1058	4.59678254440091e-13	3.93024907546278e-11
KEGG64	ST	7	0.110479439925099	0.0170151246131032	1346	1346	1.22749228647279e-10	9.94268752042956e-09
KEGG58	ST	15	0.0430196768734098	0.00681751416228525	1346	1346	5.61597342135039e-10	4.32149154772912e-08
KEGG63	ST	30	-0.0119749274710648	0.00197648219716415	1346	1346	4.13799401302558e-09	2.89471490274835e-07
KEGG74	ST	30	-0.0120585217204937	0.00198921813799716	1346	1346	4.03482595092941e-09	2.89471490274835e-07
KEGG31	ST	39	1.81993444641662	0.308671247341102	1346	1058	6.60599775028104e-09	4.42027414681849e-07
KEGG47	ST	30	-0.0134094104493777	0.00223244201693008	1346	1346	7.02989242273567e-09	4.50791851607925e-07
KEGG69	ST	30	-0.0124999532265482	0.00222858490327251	1346	1346	4.14732589739878e-08	2.55309382243869e-06
KEGG58	ST	97	0.0532944907595595	0.00965012186992496	1346	1346	4.32586640762552e-08	2.56058015435987e-06
KEGG2	ST	97	0.0274890346434197	0.00532902437274392	1346	1346	3.02333019377886e-07	1.72329821045395e-05
KEGG58	ST	5	0.0348095674671411	0.00683106896431568	1346	1346	5.26362571185605e-07	2.89311427519516e-05
KEGG55	ST	30	-0.0137672233079193	0.002764661867458	1346	1346	8.28515361568635e-07	4.2502838048471e-05
KEGG68	ST	30	-0.0137665194441294	0.00276438530224282	1346	1346	8.27584280653531e-07	4.2502838048471e-05
KEGG4	ST	30	-0.0144491459402271	0.0029860237310459	1346	1346	1.57527776899707e-06	7.8204918918919e-05
KEGG58	ST	45	0.0393988395071247	0.00807824200284786	1346	1346	1.76773616736242e-06	8.50170612990863e-05
KEGG31	ST	97	-1.29823351737175	0.273880188628391	1346	1058	2.45447079360064e-06	0.000114467592465194
KEGG65	ST	30	-0.0153651790138115	0.00334800311464074	1346	1346	4.91798293881491e-06	0.000216325157979068
KEGG80	ST	30	-0.0153656246613332	0.00334815545500973	1346	1346	4.91967545761363e-06	0.000216325157979068
KEGG81	ST	30	-0.0361455704583102	0.00791012377848076	1346	1346	5.36791837465418e-06	0.000229478510516466
KEGG26	ST	188	-0.225815336990003	0.0489601150304091	1346	1346	7.4897040988034e-06	0.000311531205623201
KEGG124	ST	30	-0.0165330409537417	0.00373110578853837	1346	1346	1.0173992771833e-05	0.000412046707259236
KEGG71	ST	30	-0.0161389602077772	0.00365100451203338	1346	1346	1.06596795021786e-05	0.000420647352662892
KEGG103	ST	30	-0.0167658533805144	0.00380252206562011	1346	1346	1.12893974196045e-05	0.000434359565719282
KEGG139	ST	30	-0.0169598015667032	0.00385835543103368	1346	1346	1.20540855443783e-05	0.000448315531171277
KEGG56	ST	5	-0.0715923524805206	0.0162558595300864	1346	1346	1.25260349839928e-05	0.000448315531171277
KEGG63	ST	39	-0.0146690379896707	0.00331918389482195	1346	1346	1.2389096223275e-05	0.000448315531171277
KEGG74	ST	39	-0.0145784473566638	0.00333603343738554	1346	1346	1.54012511047599e-05	0.000538693760232398
KEGG5	ST	1290	-0.0220173930090496	0.00518860242064917	1346	1345	2.3544529629636e-05	0.000805222913333551
KEGG45	ST	15	-0.0142449495864282	0.00333862037931609	1346	1346	2.81883820033425e-05	0.000943085215285741
KEGG69	ST	39	-0.0152159083796242	0.00365604829982679	1346	1346	3.72090444933436e-05	0.00121839828670757
KEGG3	ST	97	0.0274824019958208	0.00675044945917999	1346	1346	5.374080332557e-05	0.00172306450662609
KEGG15	ST	15	-0.0157992372203233	0.00384228883087581	1346	1346	6.41319982994937e-05	0.00201426827312083
KEGG31	ST	8	0.880948422141665	0.21893659156113	1346	1058	6.63578262297288e-05	0.00204249389135105
KEGG56	ST	2990	-0.189288883363047	0.0476176693136698	1346	1346	7.60387016233981e-05	0.00229457964310607
KEGG2	ST	45	0.0176673925833278	0.00444592211761973	1346	1346	8.74800866915732e-05	0.00258907410419868
KEGG56	ST	8	-0.0707640650384589	0.0184359783682966	1346	1346	0.000136156510380696	0.00395367678256399
KEGG58	ST	7	0.0394235627620159	0.0103153918316895	1346	1346	0.000144869770261083	0.00412878845244087
KEGG11	ST	30	-0.0140471636172005	0.00370320324691516	1346	1346	0.000171357435979505	0.00479489261768106
KEGG2	ST	15	0.0141758671475259	0.00375951021694711	1346	1346	0.000178846090109846	0.00491507379784022
KEGG58	ST	8	0.0291651214108193	0.00776951914854165	1346	1346	0.000197194090763905	0.00532424045062544
KEGG56	ST	5522	0.129461645652567	0.0350885291236041	1346	1346	0.000236526428434404	0.00627610643725082
KEGG2	ST	5	0.0138967783084277	0.00376371965925804	1346	1346	0.000249484024140825	0.00650772734157168
KEGG106	ST	30	-0.0447461948923815	0.0122015194558762	1346	1346	0.000258281977188611	0.00651632726054544
KEGG19	ST	30	-0.0153303555626475	0.00415110149062229	1346	1346	0.000257736205853315	0.00651632726054544
KEGG6	ST	30	-0.0145060787809386	0.0038643430726695	1346	1346	0.000265806550291199	0.0065980045306154
KEGG55	ST	39	-0.0156927122771025	0.00439087164222426	1346	1346	0.000375009944417114	0.00887908160704521
KEGG64	ST	97	0.0555112362271593	0.0155467725194893	1346	1346	0.000369869092374512	0.00887908160704521
KEGG68	ST	39	-0.0156927261989994	0.00439048098540336	1346	1346	0.000374563496699439	0.00887908160704521
KEGG3	ST	15	0.0158668603888152	0.00442827934062665	1346	1346	0.000396517182631211	0.00924605975862778
KEGG7	ST	30	-0.0137511104076136	0.0038540112090307	1346	1346	0.000425406007881485	0.00977163949447172
KEGG9	ST	30	-0.0147211944388214	0.00413895231845866	1346	1346	0.000433555912080894	0.00981239042194847
KEGG48	ST	30	-0.0479767594908576	0.0136919855377006	1346	1346	0.000474603019699112	0.0105857108306802
KEGG64	ST	45	0.0518101419127562	0.0147893193917088	1346	1346	0.000488475635355963	0.010669677771228
KEGG81	ST	8	0.0307021912872523	0.00878735680415606	1346	1346	0.000492233347470559	0.010669677771228
KEGG58	ST	30	0.0237175002213938	0.00677730168187678	1346	1346	0.000524778830581027	0.0112171475036695
KEGG64	ST	582	-0.12107008237325	0.0344265835099353	1346	1346	0.000548849256874758	0.0115709452921952
KEGG53	ST	30	-0.0138150982862715	0.00397260882043878	1346	1346	0.000605228142786838	0.0124199032445543
KEGG62	ST	30	-0.0138170861698787	0.0039732147344467	1346	1346	0.000605258442717071	0.0124199032445543
KEGG41	ST	97	0.0231107824369792	0.00600040469309551	1346	1346	0.000629980453214024	0.012591427499953
KEGG64	ST	5	0.0408957520794267	0.0119186395112203	1346	1346	0.000627135080023452	0.012591427499953
KEGG15	ST	30	-0.011449154901584	0.00327268917462158	1346	1346	0.000678419671742632	0.013216302212809
KEGG3	ST	45	0.0165185156009362	0.00476146708147989	1346	1346	0.000671846157806791	0.013216302212809
KEGG48	ST	39	-0.0730209699934325	0.0214944580720952	1346	1346	0.000702381868495923	0.0135120711951903
KEGG47	ST	39	-0.0137862125982059	0.00408735192182703	1346	1346	0.000810565061722668	0.0154007361727307
KEGG2	ST	7	0.0189886068668334	0.00569089565255683	1346	1346	0.000892765635559366	0.0166250189342932
KEGG39	ST	30	-0.0156053228200575	0.00463817798702882	1346	1346	0.000896605959419321	0.0166250189342932
KEGG48	ST	45	-0.0570386801625401	0.0172401471831935	1346	1346	0.000967489398424812	0.0177257879068546
KEGG3	ST	5	0.0140813708895982	0.00422853265867711	1346	1346	0.00102949579264784	0.0186399297045296
KEGG61	ST	30	-0.0121307230959146	0.00364446187873807	1346	1346	0.00106147692421825	0.0189954998415335
KEGG58	ST	4603	0.041560395348936	0.0126902160831192	1346	1346	0.00108961402876249	0.0192748964398329
KEGG45	ST	30	-0.00920934556233736	0.00280784915773348	1346	1346	0.00120453914265042	0.0210657470515796
KEGG40	ST	30	-0.00795144874214566	0.00243480394004582	1346	1346	0.0012638695956434	0.0216121700855021
KEGG69	ST	97	0.0107321473313957	0.00331754210056865	1346	1346	0.00126004187074235	0.0216121700855021
KEGG106	ST	15	-0.0373261087814023	0.0116165976697206	1346	1346	0.0013494298676442	0.0226818304009904
KEGG63	ST	97	0.0100162326464366	0.00311554995465996	1346	1346	0.00135589889336655	0.0226818304009904
KEGG125	ST	15	-0.0158574218365454	0.00488271191728258	1346	1346	0.00146552610363702	0.0242520932634126
KEGG41	ST	45	0.0147127194225949	0.00454852446419375	1346	1346	0.00156117731573643	0.025560126477855
KEGG18	ST	30	-0.0116884111119242	0.00365223724910508	1346	1346	0.00159655344915716	0.0258641658763459
KEGG25	ST	30	-0.0116856314029323	0.00365633543683473	1346	1346	0.00161585290208671	0.0259041418365776
KEGG4	ST	39	-0.0148844511245882	0.00471266978175455	1346	1346	0.00164228416999552	0.0260564467796196
KEGG16	ST	97	0.0229027326439228	0.00728771159862339	1346	1346	0.0018839281144026	0.0295853608986285
KEGG55	ST	97	0.0114286186871039	0.00371912745984462	1346	1346	0.00217062858130603	0.0334059738662998
KEGG68	ST	97	0.0114283899193117	0.00371892073829488	1346	1346	0.00216984533967954	0.0334059738662998
KEGG52	ST	30	-0.0127678289056122	0.00413885261897917	1346	1346	0.00235463434795277	0.0358790322920724
KEGG49	ST	30	-0.0111209980230718	0.00361945942243078	1346	1346	0.0024909572855185	0.0375841496314997
KEGG43	ST	97	0.0242025277373272	0.00798435894644017	1346	1346	0.00252018506045537	0.037655969010105
KEGG26	ST	5522	-0.120756572865035	0.0401223771174042	1346	1346	0.00267421224361496	0.0395731984896483
KEGG31	ST	6	0.913711548873023	0.303493071656588	1346	1058	0.00273415947803637	0.0400749660637902
KEGG66	ST	30	-0.0106257717136971	0.00350014331297902	1346	1346	0.00290866528339608	0.041835849263052
KEGG74	ST	97	0.00933554448361982	0.00312592571708937	1346	1346	0.00290541861659146	0.041835849263052
KEGG22	ST	15	-0.0117399925836486	0.00392041844047638	1346	1346	0.00320028059374761	0.0456039984609034
KEGG31	ST	5522	1.27079726831624	0.430725185446116	1346	1058	0.0032703518646297	0.0461749680703221
KEGG11	ST	15	-0.0110065365872301	0.00374988097213433	1346	1346	0.0034562657277625	0.0475585668521674
KEGG23	ST	30	-0.0115509204997451	0.00393036385375233	1346	1346	0.00352060920337842	0.0475585668521674
KEGG3	ST	8	0.0143958073546688	0.00487970405274332	1346	1346	0.00349240382556128	0.0475585668521674
KEGG51	ST	30	-0.0193231545111187	0.00659813719424979	1346	1346	0.00346351838705044	0.0475585668521674
KEGG64	ST	30	0.035194495272694	0.0120280286155982	1346	1346	0.00352285680386425	0.0475585668521674
KEGG2	ST	8	0.0125428627323827	0.00428157132751731	1346	1346	0.00355706092400339	0.0476027544525323
KEGG60	ST	30	-0.0102459737791016	0.00349830464814424	1346	1346	0.00397247048764203	0.0527037248317335
KEGG14	ST	30	-0.0096577022274884	0.00330419910228332	1346	1346	0.00408402834318384	0.0537206805141875
KEGG30	ST	30	-0.0095710862978511	0.00330088021858853	1346	1346	0.00436525356383929	0.0568973618901699
KEGG65	ST	39	-0.0149836166475384	0.0052555972272645	1346	1346	0.00443366338105258	0.0568973618901699
KEGG80	ST	39	-0.0149832387282023	0.005255835492211	1346	1346	0.00443644147291773	0.0568973618901699
KEGG51	ST	39	-0.0294908575262336	0.0103692440143321	1346	1346	0.00452288197841044	0.0570550439735547
KEGG71	ST	97	0.012573028156032	0.00441874815754314	1346	1346	0.00450605791432645	0.0570550439735547
KEGG22	ST	30	-0.0094576069719509	0.00329849326857609	1346	1346	0.0048015979976776	0.0595496220356755
KEGG26	ST	1290	-0.107592141962257	0.0381910565385797	1346	1346	0.00494436766970541	0.0595496220356755
KEGG27	ST	15	-0.0151968350246725	0.00538088888029011	1346	1346	0.00495279507509192	0.0595496220356755
KEGG56	ST	1290	-0.0937506127660945	0.0332735992075668	1346	1346	0.00495177173049902	0.0595496220356755
KEGG65	ST	97	0.0117615723266764	0.00416901159493479	1346	1346	0.0048563495045148	0.0595496220356755
KEGG80	ST	97	0.0117616323027463	0.00416913394190347	1346	1346	0.00485737766256932	0.0595496220356755
KEGG2	ST	4603	0.0195890295808505	0.00701157294685955	1346	1346	0.00529766013944103	0.0632023174775174
KEGG57	ST	15	-0.0124891643601186	0.00444721016741194	1346	1346	0.0057400528704794	0.0679533951359062
KEGG139	ST	7	0.0136578029530927	0.00496943978695132	1346	1346	0.00608272853047358	0.0712923265188097
KEGG71	ST	7	0.0132053847162506	0.00480867230005865	1346	1346	0.00611474145580434	0.0712923265188097
KEGG103	ST	7	0.0134024598068176	0.0049266407967693	1346	1346	0.00661506633107706	0.0765457675453203
KEGG81	ST	39	-0.0336891285287676	0.0124186083561964	1346	1346	0.00676305786238919	0.0776742242553504
KEGG48	ST	15	-0.0348252289125009	0.0128511032010671	1346	1346	0.00681883968021322	0.0777347723544307
KEGG60	ST	15	-0.0111313430433838	0.00408042851952597	1346	1346	0.00693205267825559	0.0778717450498931
KEGG63	ST	5522	-0.012853012802902	0.00473766442957105	1346	1346	0.00689610777973101	0.0778717450498931
KEGG106	ST	8	-0.0368300953770327	0.0136390238428956	1346	1346	0.00703779339480314	0.0784866959029132
KEGG49	ST	15	-0.0109327923842177	0.00403181671544898	1346	1346	0.00712360617806315	0.0788721576117927
KEGG74	ST	5522	-0.0128068548860496	0.00476009839937668	1346	1346	0.00736810812644177	0.0809965600470992
KEGG124	ST	7	0.0130519039099203	0.00487145072889276	1346	1346	0.0074766004193621	0.081031605953509
KEGG16	ST	45	0.012752605567502	0.0046929180785574	1346	1346	0.00743202538185809	0.081031605953509
KEGG40	ST	97	0.0118055763478726	0.0043674985086648	1346	1346	0.00785889487583757	0.0845792952021959
KEGG63	ST	22	-0.0107958688453586	0.00402965149087798	1346	1346	0.00801334948697632	0.0856426726420594
KEGG43	ST	45	0.0158921827803463	0.00595474432955458	1346	1346	0.00819202520923223	0.0869484606690235
KEGG124	ST	97	0.0118665077512831	0.00448730203942622	1346	1346	0.00828460587117827	0.0873288249023517
KEGG63	ST	121	-0.0193386249572372	0.00726537407336484	1346	1346	0.0083581085313634	0.0875042791140699
KEGG84	ST	1290	-0.0190035913159881	0.0062933916884958	1346	1345	0.00844623776448103	0.0878294589157859
KEGG28	ST	30	-0.0120547269559414	0.00454101778169288	1346	1346	0.00859928645453212	0.0880756761181497
KEGG31	ST	7	-0.769162698734383	0.291778098825058	1346	1058	0.00857122659620052	0.0880756761181497
KEGG64	ST	4603	0.0533006209040519	0.0202652818130854	1346	1346	0.00864160304992892	0.0880756761181497
KEGG5	ST	97	0.0125231461742387	0.00476713688546721	1346	1345	0.0087140955823573	0.0882302177713677
KEGG103	ST	97	0.011856037022503	0.00454920346286835	1346	1346	0.00926902228347351	0.0932354594396453
KEGG14	ST	15	-0.0103203638227114	0.0039211156529325	1346	1346	0.00933846214866279	0.0933239821220262
KEGG74	ST	121	-0.0191347876365575	0.00732104470003745	1346	1346	0.00959314274260592	0.0952506237475517
KEGG139	ST	5522	-0.0183798024973704	0.00710658054394379	1346	1346	0.00982267334596412	0.0960000806172059
KEGG47	ST	22	-0.0115107203208454	0.0044331406483931	1346	1346	0.00991639675557761	0.0960000806172059
KEGG69	ST	5522	-0.0133402346882475	0.00516186253751884	1346	1346	0.00997069072722805	0.0960000806172059
KEGG74	ST	15	-0.00543371730699286	0.00210068444296375	1346	1346	0.00998051520386806	0.0960000806172059
KEGG74	ST	22	-0.0105934466436818	0.00406217337172363	1346	1346	0.00982107661254361	0.0960000806172059
KEGG103	ST	5522	-0.0181742372718004	0.00705244568118289	1346	1346	0.0100858320592272	0.0964105312990726
KEGG124	ST	5522	-0.0179119229864409	0.0069825282690012	1346	1346	0.01042852737567	0.097440495409974
KEGG139	ST	97	0.011806037048082	0.0045982124324765	1346	1346	0.0103672108843777	0.097440495409974
KEGG30	ST	15	-0.0101829652502724	0.00392259315044889	1346	1346	0.010342452242606	0.097440495409974
KEGG86	ST	15	-0.0151084498648306	0.00543608198903711	1346	1346	0.0104468367398608	0.097440495409974
KEGG11	ST	39	-0.0153747442410692	0.00600747196413896	1346	1346	0.0107566243932725	0.0997255719352196
KEGG61	ST	15	-0.0102702298798292	0.00401263619607192	1346	1346	0.0109736601899302	0.101128521151513
KEGG71	ST	5522	-0.017414631437969	0.00690278245578448	1346	1346	0.0117633353622534	0.107760554300643
KEGG4	ST	97	0.00980882756618107	0.0039036511253643	1346	1346	0.0121102959682271	0.108385547429625
KEGG53	ST	15	-0.0107504423712759	0.0042648370338862	1346	1346	0.0121149063589016	0.108385547429625
KEGG62	ST	15	-0.0107500522521325	0.00426534813205875	1346	1346	0.0121281115353861	0.108385547429625
KEGG65	ST	5522	-0.0165458755611958	0.00659138909583231	1346	1346	0.0121836905167804	0.108385547429625
KEGG80	ST	5522	-0.0165464005098585	0.00659155103099086	1346	1346	0.0121830734765586	0.108385547429625
KEGG52	ST	15	-0.012463220736747	0.0049241911749954	1346	1346	0.0123079617290776	0.108861799431325
KEGG66	ST	15	-0.00997178604539279	0.00396343559825745	1346	1346	0.0126192869673028	0.11073119442607
KEGG77	ST	30	-0.0181397460991943	0.0072506982803441	1346	1346	0.0126632165165616	0.11073119442607
KEGG48	ST	4603	-0.0551646161626646	0.0221633484859001	1346	1346	0.0129326765695614	0.112448526782796
KEGG21	ST	30	-0.00902698742651837	0.00360591183438242	1346	1346	0.0132152534795246	0.11301151880964
KEGG55	ST	5522	-0.0146886686038151	0.00591822437993775	1346	1346	0.0132177214982035	0.11301151880964
KEGG68	ST	5522	-0.0146878729294971	0.00591787454838637	1346	1346	0.0132172981884702	0.11301151880964
KEGG27	ST	30	-0.0124608341428532	0.00501850145178876	1346	1346	0.0136340666130363	0.115927229378248
KEGG58	ST	6	0.0266269216184431	0.0107640189035259	1346	1346	0.0137230074572705	0.116042354267799
KEGG106	ST	5	-0.0296640390314776	0.0120565643054237	1346	1346	0.0140388661637849	0.117350317885653
KEGG43	ST	5	0.0128839198845083	0.00521249448561497	1346	1346	0.014023119803993	0.117350317885653
KEGG7	ST	15	-0.010003918287559	0.00405969846198445	1346	1346	0.0141064384722845	0.117350317885653
KEGG25	ST	15	-0.00976351512060161	0.00396429760774607	1346	1346	0.0142727517016148	0.118095510047232
KEGG18	ST	15	-0.00970201626634841	0.00396578531893236	1346	1346	0.0149360222019874	0.122922664004591
KEGG106	ST	39	-0.0466752877739412	0.0191796915635904	1346	1346	0.0151212609342679	0.123260602423352
KEGG35	ST	30	-0.0088853873305587	0.00361788363906473	1346	1346	0.0151372669642713	0.123260602423352
KEGG44	ST	30	-0.0126739585942523	0.00520239562814534	1346	1346	0.0152996826393884	0.123927429379046
KEGG4	ST	5522	-0.0150172919361341	0.00621677075465607	1346	1346	0.0158562538286276	0.126764708762846
KEGG65	ST	7	0.0110195205754347	0.00456412022618485	1346	1346	0.0158970687402399	0.126764708762846
KEGG80	ST	7	0.0110203691934493	0.00456424699330319	1346	1346	0.0158919040197273	0.126764708762846
KEGG56	ST	15	-0.0384802645583867	0.0159792433385428	1346	1346	0.0162668490387911	0.129044745725255
KEGG47	ST	121	-0.0201762803308006	0.00837906772602394	1346	1346	0.0164470010413454	0.129804792834003
KEGG47	ST	97	0.00971741193012323	0.00403942063017912	1346	1346	0.0166150303081247	0.130461896143898
KEGG47	ST	5522	-0.0135792017111512	0.00570017140744572	1346	1346	0.0178298009363281	0.139289663152329
KEGG26	ST	45	-0.0540328431534524	0.0228335801146068	1346	1346	0.0183306380123312	0.142479050004938
KEGG4	ST	15	-0.00678761199665495	0.00288067151959017	1346	1346	0.0186548209870964	0.144270198488147
KEGG26	ST	4603	-0.0773912384010334	0.0328830252363427	1346	1346	0.0187606276158441	0.144363029503921
KEGG125	ST	30	-0.00969263419640411	0.00410914625620344	1346	1346	0.0195596591839008	0.149450648955025
KEGG81	ST	5522	-0.0359720107917143	0.0153959202651396	1346	1346	0.0196160046061826	0.149450648955025
KEGG57	ST	30	-0.00882766932068055	0.00375526796055103	1346	1346	0.0199083268030156	0.150930615516458
KEGG124	ST	39	-0.0136368727714091	0.00588018911483715	1346	1346	0.0205441368160808	0.153932109440776
KEGG3	ST	7	0.0158333784269036	0.00680180145582629	1346	1346	0.0205137598746938	0.153932109440776
KEGG43	ST	15	0.0124751768903601	0.00536754780061585	1346	1346	0.0206042979498374	0.153932109440776
KEGG69	ST	22	-0.0109822454273064	0.00471869291285391	1346	1346	0.0210429058322921	0.156449430318345
KEGG54	ST	45	0.0200407087154047	0.00873441492839021	1346	1346	0.0223324973097308	0.163665301712742
KEGG54	ST	97	0.0245960670568287	0.0107341435499602	1346	1346	0.0221481731905699	0.163665301712742
KEGG69	ST	121	-0.0195025956069727	0.00846225752577693	1346	1346	0.0222682555294862	0.163665301712742
KEGG16	ST	15	0.0105771619494372	0.00461738017123034	1346	1346	0.0229612263088064	0.166685506081382
KEGG16	ST	5	0.00977306024450742	0.00425054299449721	1346	1346	0.022886024831018	0.166685506081382
KEGG23	ST	15	-0.00924775955931604	0.00406639207408926	1346	1346	0.0233459660686807	0.167894587755606
KEGG47	ST	582	-0.0095208655974389	0.00416133726833178	1346	1346	0.0232921017684703	0.167894587755606
KEGG40	ST	39	-0.0109905225775928	0.00486468732729605	1346	1346	0.0242704801526354	0.172927171087527
KEGG8	ST	15	-0.0108706711526596	0.00475214447845595	1346	1346	0.0242328383675519	0.172927171087527
KEGG16	ST	8	0.0113370133182614	0.00501371098327232	1346	1346	0.0248320962269703	0.176113346052107
KEGG63	ST	6	-0.00731143209005712	0.00325273831022873	1346	1346	0.0250810118670909	0.177062739740609
KEGG26	ST	39	-0.0668467012375094	0.0298645826979308	1346	1346	0.0254946206975416	0.179160827641628
KEGG74	ST	6	-0.00731409030815966	0.00326949519646237	1346	1346	0.0257768811115434	0.180321000139388
KEGG7	ST	39	-0.0143883870342636	0.00644926461622724	1346	1346	0.026213126575029	0.182542994565473
KEGG17	ST	30	-0.00803283697238463	0.00359003137115973	1346	1346	0.0265962083835069	0.184376417577555
KEGG103	ST	39	-0.0132732168625487	0.00600276030634062	1346	1346	0.0272062883268194	0.187055319313062
KEGG18	ST	39	-0.0139396737308629	0.00628484645842589	1346	1346	0.027225725488061	0.187055319313062
KEGG25	ST	39	-0.0138968158165343	0.00628267786406438	1346	1346	0.0276376950777411	0.189041834331749
KEGG42	ST	30	-0.00889989621816128	0.00400166343227714	1346	1346	0.0279460710520995	0.190305324553898
KEGG19	ST	39	-0.0149725986257668	0.00681085701784431	1346	1346	0.0283924120990443	0.192493049429203
KEGG23	ST	39	-0.014232864728988	0.00647987329404474	1346	1346	0.0285276579149832	0.192561690926137
KEGG53	ST	39	-0.0148077755937537	0.00676197214623804	1346	1346	0.0291564104523865	0.19428854390607
KEGG62	ST	39	-0.0148090316559103	0.0067627969873675	1346	1346	0.0291622180911644	0.19428854390607
KEGG63	ST	582	-0.00895416290970955	0.00406046772257188	1346	1346	0.0289283917177826	0.19428854390607
KEGG56	ST	22	0.0851444701737306	0.0387355406006222	1346	1346	0.0292907258494801	0.194303565010129
KEGG9	ST	15	-0.00935518790930152	0.00429451403252963	1346	1346	0.0298352755650583	0.197066476800964
KEGG47	ST	188	-0.00958583691937401	0.00439438648054283	1346	1346	0.0304384549130842	0.200191376543746
KEGG56	ST	39	0.0560529041501133	0.0258875434710132	1346	1346	0.0307281640492274	0.201236784986217
KEGG49	ST	39	-0.0138750807181236	0.00639748384442606	1346	1346	0.0309047937023714	0.201535921643855
KEGG35	ST	15	-0.00933142145804234	0.00428601106791564	1346	1346	0.0313420104716238	0.202669555108525
KEGG71	ST	45	0.0100805129125447	0.00467504274964149	1346	1346	0.031244351426967	0.202669555108525
KEGG61	ST	39	-0.0137057205951264	0.00636057654628719	1346	1346	0.0319501354212158	0.205737482900632
KEGG15	ST	39	-0.013449964411201	0.00625206705251771	1346	1346	0.0324101402301457	0.207830024225809
KEGG47	ST	6	-0.00868038993898151	0.00405323698552142	1346	1346	0.0326691824344277	0.208621874550142
KEGG139	ST	39	-0.0129361048730641	0.00610005872957919	1346	1346	0.0341613336962775	0.216705434565155
KEGG74	ST	582	-0.00875460218314201	0.00409741128803189	1346	1346	0.0342166475629193	0.216705434565155
KEGG125	ST	1290	-0.0162736111972127	0.00743094058027945	1346	1346	0.0344235964020125	0.2171226018963
KEGG45	ST	39	-0.0118660685870577	0.00560504712501288	1346	1346	0.0347193434994244	0.218004561074179
KEGG9	ST	39	-0.0144750991603427	0.00683946131922975	1346	1346	0.0348467329592255	0.218004561074179
KEGG40	ST	1290	-0.0103237063409069	0.00483752416727369	1346	1346	0.035902063198887	0.223697470700758
KEGG63	ST	109	-0.0126468584778038	0.00600662452257952	1346	1346	0.0364011965881105	0.225892909472186
KEGG19	ST	15	-0.00892352311251106	0.00426837813456707	1346	1346	0.037023833243794	0.22883405366345
KEGG106	ST	6	-0.0392123962744497	0.0188091249705136	1346	1346	0.0373297561705349	0.229462802701153
KEGG31	ST	22	0.874955283850283	0.417224928567201	1346	1058	0.0374237579454123	0.229462802701153
KEGG36	ST	30	-0.00825370546955055	0.00398881774963784	1346	1346	0.040255194965767	0.243688641986557
KEGG41	ST	8	0.0106091528708629	0.00511915687199336	1346	1346	0.0401885464533811	0.243688641986557
KEGG54	ST	5	0.0153172469871037	0.00745365261155432	1346	1346	0.0404023287973082	0.243688641986557
KEGG58	ST	1290	0.0292335504841761	0.0142401042669168	1346	1346	0.0405356025656651	0.243688641986557
KEGG8	ST	30	-0.00841429230895384	0.00406819976252806	1346	1346	0.0402123226015377	0.243688641986557
KEGG39	ST	15	-0.010173443835828	0.00495437154102193	1346	1346	0.0406951043208256	0.243695585796695
KEGG74	ST	109	-0.0124430211571265	0.00605257308012432	1346	1346	0.0410083855457979	0.244619788197608
KEGG17	ST	15	-0.00863992791378947	0.00421653174697302	1346	1346	0.0416263009123326	0.247347015845868
KEGG134	ST	30	-0.0085011757566263	0.00415097960058613	1346	1346	0.0420648032939744	0.248991277959333
